x_axis,y_axis,heading,rotation,time
1.2,0.35,-0.882477842940565,0,2
1.2,0.35,-0.194159359086233,0,4
1.2,0.35,0.494159124768099,0,6
1.2,0.35,1.18247760862243,0,8
1.2,0.35,1.18247760862243,0,10
1.245,0.46,1.18247760862243,1,12
1.29,0.57,1.18247760862243,1,14
1.335,0.68,1.18247760862243,1,16
1.38,0.79,1.18247760862243,1,18
1.425,0.9,1.18247760862243,1,20
1.47,1.01,1.18247760862243,1,22
1.515,1.12,1.18247760862243,1,24
1.56,1.23,1.18247760862243,1,26
1.605,1.34,1.18247760862243,1,28
1.65,1.45,1.18247760862243,1,30
1.695,1.56,1.18247760862243,1,32
1.74,1.67,1.18247760862243,1,34
1.785,1.78,1.18247760862243,1,36
1.83,1.89,1.18247760862243,1,38
1.875,2,1.18247760862243,1,40
1.92,2.11,1.18247760862243,1,42
1.965,2.22,1.18247760862243,1,44
2.01,2.33,1.18247760862243,1,46
2.055,2.44,1.18247760862243,1,48
2.1,2.55,1.18247760862243,1,50
2.1,2.55,1.18247760862243,1,52
2.1,2.55,0.785398163397449,0,54
2.1,2.55,0.785398163397449,0,56
2.175,2.625,0.785398163397449,1,58
2.25,2.7,0.785398163397449,1,60
2.325,2.775,0.785398163397449,1,62
2.4,2.85,0.785398163397449,1,64
2.4,2.85,0.785398163397449,1,66
2.4,2.85,0.392699081698725,0,68
2.4,2.85,0,0,70
2.4,2.85,0,0,72
2.475,2.85,0,1,74
2.55,2.85,0,1,76
2.55,2.85,0,1,78
2.55,2.85,-0.321750554396642,0,80
2.55,2.85,-0.321750554396642,0,82
2.6625,2.8125,-0.321750554396642,1,84
2.775,2.775,-0.321750554396642,1,86
2.8875,2.7375,-0.321750554396642,1,88
3,2.7,-0.321750554396642,1,90
3,2.7,-0.321750554396642,1,92
3,2.7,-0.907593334088804,0,94
3,2.7,-0.907593334088804,0,96
3.0625,2.62,-0.907593334088804,1,98
3.125,2.54,-0.907593334088804,1,100
3.1875,2.46,-0.907593334088804,1,102
3.25,2.38,-0.907593334088804,1,104
3.25,2.38,-0.907593334088804,1,106
3.25,2.38,-0.232729002809038,0,108
3.25,2.38,0.442135328470729,0,110
3.25,2.38,1.11699965975049,0,112
3.25,2.38,1.79186399103026,0,114
3.25,2.38,2.46672832231003,0,116
3.25,2.38,3.14159265358979,0,118
3.25,2.38,3.14159265358979,0,120
